lat,classic,architecture,comfort,number_of_levels_basement_excl,interior design,town,price_detail,modern,barn,parquet,garage,yard,landscape,fireplace,patio,living_space_area_basement_excl,sold_in,villa,scenic,building_dimensions,long,minimalist,address,number_of_bathrooms,hotel,suburb,porch,total_number_of_rooms,environment,swimming pool,travel,number_of_bedrooms,gazebo,pool,url,flora,luxury,contemporary,mansion,lot_dimensions,year_sold,month_sold,pavement,old,municipal_assessment,asking_price,final_amount,property_style,backyard_faces,number_of_half_baths,year_of_construction,bathroom_details,bedroom_details,located_on_which_floor_if_condo,ownership,number_of_exterior_parking
45.53215,0,0,0,2,1,Rosemont / La Petite Patrie,no_agents,0,0,0,0,1,0,0,0,139.35,49,0,0,9.14,-73.6073762,0,6529 avenue de Gaspï¿½,1,1,0,0,8,0,0,0,2,0,0,http://duproprio.com//home-for-sale-rosemont-petite-patrie-quebec-en-313253,1,1,1,0,21.34,2012,4,0,0,,503000,489000,2_storey,east,1,1910,salle_d_eau_au_rez_de_chaussï¿½_et_salle_de_bain_ï¿½_l_ï¿½tage,2_chambres_avec_possibilitï¿½_d_une_troisiï¿½me,,,
45.667216,0,1,1,2,1,Pointe-Aux-Trembles / East Montreal,updated_price,0,0,1,0,0,0,1,0,139.35,175,1,0,12.19,-73.5158147,0,3885 avenue 43e,2,1,0,0,,0,1,1,4,0,1,http://duproprio.com//home-for-sale-pointe-aux-trembles-quebec-en-289000,0,1,1,0,32.61,2012,4,0,0,,399900,390000,open_area,north_east,,1990,,,,,
45.4758264,0,1,1,2,1,Cï¿½te-des-Neiges / Notre-Dame-de-Grï¿½ce,with_garage,1,0,0,0,0,0,1,0,106.28,49,0,0,13.41,-73.6106115,0,3482 avenue Northcliffe,3,1,0,0,10,0,0,0,5,0,0,http://duproprio.com//house-for-sale-cote-des-neiges-quebec-en-313387,0,1,1,0,26.82,2012,4,0,0,,,,2_storey,west,1,1922,3_salles_de_bains_complï¿½tes,4_chambres_bureau,,,
45.5605867,0,1,1,1,1,Ahuntsic / Cartierville,,0,0,0,0,1,0,0,1,,1,0,0,,-73.6499112,0,9772 avenue Hamel,1,1,1,0,6,0,0,1,3,0,0,http://duproprio.com//home-for-sale-ahuntsic-cartierville-quebec-en-325104,0,1,1,0,188.1,2012,4,0,1,,,,semi_detached,,1,,,2_1,,,
45.5102758,0,1,1,3,1,St-Laurent,with_garage,0,0,0,0,0,0,0,0,222.97,246,0,0,12.19,-73.7143724,1,2844 rue De L'ï¿½cu,1,1,0,0,12,0,0,0,4,0,0,http://duproprio.com//house-for-sale-st-laurent-quebec-en-273517,0,1,1,1,30.48,2012,4,0,0,,685000,650000,link,south,1,2006,douche_en_cï¿½ramique_avec_portes_en_verre_trempï¿½_deux_lavabos_robinetterie_haut_de_gamme_la_plomberie_a_ï¿½tï¿½_prï¿½vue_pour_une_deuxiï¿½me_salle_de_bain_ï¿½_la_mezzanie,,,,
45.5295227,0,1,1,2,1,"Ville-Marie (downtown, old Mtl)",,0,0,0,0,1,0,1,1,130.81,26,0,0,9.75,-73.5622071,0,2347 rue de Bordeaux,1,1,0,1,9,0,0,0,3,0,0,http://duproprio.com//house-for-sale-montreal-downtown-ville-marie-quebec-en-317463,1,1,1,0,25,2012,4,0,0,313600,579000,552000,2_storey,east,1,,,,,,
45.5065987,0,1,0,2,1,L'ile-Bizard / Sainte-Geneviï¿½ve,inground_pool,0,0,0,0,1,0,0,1,133.41,83,1,0,10.36,-73.8648833,0,411 rue Marcelin,1,1,0,1,10,0,1,0,3,0,1,http://duproprio.com//home-for-sale-ile-bizard-quebec-en-304814,1,1,1,0,37.49,2012,4,0,0,325000,388000,388000,2_storey,south,1,,,,,,
45.5824276,0,1,0,2,1,North Montreal,with_garage,0,0,0,1,1,0,0,0,140.1,42,0,0,8.84,-73.6424589,0,10445 avenue De Belleville,3,0,1,1,10,0,0,0,4,0,0,http://duproprio.com//home-for-sale-north-montreal-quebec-en-309045,0,1,1,0,24.38,2012,4,0,0,,,,detached,east,,1928,3_salles_de_bain_complï¿½tes_2_bains_et_1_douche,3_chambres_ï¿½_l_ï¿½tage_1_au_sous_sol,,,
45.6737373,0,1,1,2,1,Riviï¿½re des Prairies,updated_price,0,0,0,0,0,0,0,0,206.24,315,0,0,11.28,-73.5370268,0,11268 boulevard Perras,3,0,1,0,12,0,0,1,4,0,0,http://duproprio.com//home-for-sale-riviere-des-prairies-quebec-en-259461,0,1,1,1,30.48,2012,4,0,0,,539000,525000,executive,south_east,1,2007,ï¿½quipement_de_qualitï¿½_supï¿½rieure,4_chambres_ï¿½_l_ï¿½tage_2_au_sous_sol_possibilitï¿½_de_retirer_les_murs_pour_ne_faire_qu_une_seule_grande_piece,,,
45.58731433313998,0,0,0,2,1,Mercier / Hochelaga / Maisonneuve,best_price_in_the_area,0,0,0,0,0,0,0,0,124.86,11,0,0,12.8,-73.53617191314697,1,3059 Anne Hï¿½bert,1,1,0,0,9,0,0,0,2,0,0,http://duproprio.com//house-for-sale-mercier-hochelaga-maisonneuve-quebec-en-323109,0,1,1,0,151.73,2012,4,0,0,270700,374900,365500,townhouse,east,2,2006,une_salle_de_bain_avec_bain_et_douche_sï¿½parï¿½s_ï¿½_l_ï¿½tage_2_salles_d_eau_complï¿½tes_avec_toilettes_au_r_c_et_au_sous_sol,2_possibilitï¿½_d_une_3e_au_sous_sol,,,
45.5506079,0,1,0,2,1,Ahuntsic / Cartierville,with_parking,0,0,0,0,1,0,1,1,148.64,61,0,0,,-73.6685505,0,10562 rue Grande-Allï¿½e,1,0,0,0,9,0,0,1,3,0,0,http://duproprio.com//home-for-sale-ahuntsic-cartierville-quebec-en-309771,1,1,1,0,232.26,2012,4,0,1,,,,2_storey,south_west,2,1937,rï¿½novï¿½e,chambre_des_maï¿½tres_plus_2_chambres_au_2e_ï¿½tage_possibilitï¿½_d_une_autre_chambre_au_sous_sol,,,
45.4372561,0,1,0,2,1,Lachine,by_appointment,0,0,0,0,1,0,0,0,122.54,22,0,0,122.54,-73.6950735,0,3450 rue Broadway,1,1,1,1,6,0,0,0,3,0,0,http://duproprio.com//home-for-sale-lachine-quebec-en-320441,0,1,1,0,22.25,2012,4,0,0,,339000,328000,2_storey,north_west,1,1948,,10_128_4_99_7_10,,,
45.560458337238174,0,1,0,2,1,Ahuntsic / Cartierville,,0,0,1,0,0,0,0,0,95.88,11,0,0,13.11,-73.6592960357666,1,10379 rue Chambord,2,1,0,0,7,0,0,0,3,0,0,http://duproprio.com//house-for-sale-ahuntsic-cartierville-quebec-en-319811,0,1,1,0,30.48,2012,4,0,0,,,,2_storey,,1,2008,,,,,
45.69290125579731,0,1,0,2,1,Pointe-Aux-Trembles / East Montreal,by_appointment,0,0,0,0,1,1,1,0,124.86,80,0,0,9.75,-73.48390102386475,0,"15861 place Louise-Edvina, Montrï¿½al",1,0,0,1,6,0,0,1,3,0,0,http://duproprio.com//house-for-sale-pointe-aux-trembles-quebec-en-304473,1,1,1,0,409.99,2012,4,0,1,,,,semi_detached,south_west,1,1988,bain_avec_douche_toilette_ï¿½vier_avec_vanitï¿½,139x_136_walk_in_67x_67_105x_117_99x_93,,,
45.5152805,0,1,0,2,1,Mount-Royal,by_appointment,0,0,0,0,1,1,1,0,185.81,323,0,0,12.19,-73.6367383,0,18 Henley,1,0,1,0,12,1,0,0,4,0,0,http://duproprio.com//home-for-sale-mount-royal-quebec-en-254889,1,1,1,1,15.24,2012,4,1,0,,,,detached,south,1,1949,,,,,
45.442880095461206,0,1,1,2,1,Lachine,inground_pool,0,0,0,0,0,0,1,0,159.79,63,0,0,9.14,-73.6974048614502,0,735 avenue 36,2,0,0,0,8,0,0,0,3,0,0,http://duproprio.com//home-for-sale-lachine-quebec-en-307412,0,1,1,0,12.19,2012,4,0,1,399300,589000,537500,2_storey,west,,1985,sdb_1,chambre_1,,,
45.4450369,0,1,0,2,1,Lachine,with_garage,0,0,0,0,1,0,1,1,130.06,27,0,0,10.67,-73.6945986,0,3226 rue Anatole-Carignan,1,1,0,1,10,0,0,0,3,0,0,http://duproprio.com//house-for-sale-lachine-quebec-en-316214,1,1,1,0,20.11,2012,4,0,0,394400,454900,454900,2_storey,south,1,2005,douche_indï¿½pendante_bain,walk_in_attenant_ï¿½_la_chambre_principale,,,
45.4762408,0,1,0,2,1,Cï¿½te-des-Neiges / Notre-Dame-de-Grï¿½ce,with_parking,1,0,0,0,1,0,1,0,122.63,50,0,0,18.29,-73.6276469,0,4527 avenue Harvard,1,0,0,0,9,0,0,0,4,0,0,http://duproprio.com//house-for-sale-cote-des-neiges-quebec-en-305081,0,1,1,0,28.11,2012,4,1,1,,,,undivided_co_ownership,east,,1928,plancher_chauffant,3_chambres_fermï¿½es_regroupï¿½es_1_bureau_au_solarium_sous_sol_fini,,,
45.5916505,0,1,0,2,1,Anjou,no_agents,0,0,0,0,0,0,1,0,105.91,31,0,0,9.14,-73.5519698,0,6186 avenue des Jalesnes,1,0,0,0,,0,0,1,3,0,0,http://duproprio.com//house-for-sale-anjou-quebec-en-314664,0,1,1,0,25.91,2012,4,0,1,,345000,340000,link,south_west,1,1972,,possibilitï¿½_d_une_quatrieme_au_sous_sol,,,
45.5954382,0,1,1,1,1,Mercier / Hochelaga / Maisonneuve,several_upgrades,0,0,1,1,1,0,1,0,85.94,79,0,0,7.62,-73.5246495,1,8130 rue Massicotte,2,0,1,1,9,0,0,0,3,0,0,http://duproprio.com//home-for-sale-mercier-hochelaga-maisonneuve-quebec-en-303235,0,1,1,0,24.38,2012,4,0,0,274600,368000,350000,detached,south,,1951,2_salles_de_bain_complï¿½tes,,,,
45.535095,0,1,0,2,1,Rosemont / La Petite Patrie,completely_renovated,0,0,0,0,0,0,0,0,130.81,28,0,0,9.75,-73.6109905,1,6751 avenue Henri Julien,1,1,0,0,5,0,0,1,3,0,0,http://duproprio.com//home-for-sale-rosemont-petite-patrie-quebec-en-314611,0,1,1,0,12.8,2012,3,0,1,,569000,569000,2_storey,south_east,1,1910,1_baignoir_et_1_douche,,,,
45.462154,0,1,1,2,1,L'Ile Des Soeurs,,0,0,0,0,1,0,1,0,133.78,13,0,0,10.97,-73.547827,0,625 rue de La Noue,2,0,1,1,10,0,0,0,3,0,0,http://duproprio.com//house-for-sale-ile-des-soeurs-quebec-en-318710,0,1,1,0,178,2012,3,1,0,,,,townhouse,,1,1992,1_salle_de_bain_rï¿½novï¿½e_et_1_salle_de_bain_neuve,chambres_avec_planchers_de_bois,,,
45.4760633,0,1,1,1,1,South-West Montreal,,0,0,0,0,1,0,1,0,99.78,137,0,0,13.41,-73.5633563,1,2484 rue de Coleraine,1,1,0,1,,0,0,0,3,0,0,http://duproprio.com//home-for-sale-montreal-sud-ouest-quebec-en-292554,0,1,1,0,25.91,2012,3,0,0,,395000,390000,detached,south_east,1,1900,,,,,
45.5578679,0,1,1,1,1,Mercier / Hochelaga / Maisonneuve,with_garage,0,0,0,1,1,0,1,0,99.87,12,0,0,13.11,-73.5418447,0,2311 rue Sicard,1,1,1,1,7,0,0,0,3,0,0,http://duproprio.com//home-for-sale-mercier-hochelaga-maisonneuve-quebec-en-318617,0,1,1,0,30.48,2012,3,0,0,325400,410000,390000,detached,east,1,1946,salle_de_bains,,,,
45.5023058,0,1,0,2,1,Pierrefonds / Roxboro,available_now,0,0,0,0,1,1,0,1,133.16,75,0,0,110.75,-73.8515543,0,5440 rue Albert,1,0,0,1,10,1,0,0,3,0,0,http://duproprio.com//home-for-sale-pierrefonds-roxboro-quebec-en-300336,0,1,0,0,975.5,2012,3,0,0,,334900,315000,cathedral_roof,south_west,1,1957,murs_plafond_et_plancher_tout_en_cï¿½ramique_fenï¿½tre_ï¿½_bascule_donnant_au_sud,,,,
45.4732075,0,1,0,2,1,Cï¿½te-des-Neiges / Notre-Dame-de-Grï¿½ce,,0,0,0,0,0,0,0,0,162.58,16,0,0,7.62,-73.6172528,0,3809 rue Marcil,1,1,0,0,,0,0,0,4,0,0,http://duproprio.com//house-for-sale-cote-des-neiges-quebec-en-317721,0,1,1,1,7.7,2012,3,0,0,,,,townhouse,east,1,1922,2e_ï¿½tage,2e_ï¿½tage,,,
45.6411105,0,1,0,1,1,Riviï¿½re des Prairies,with_parking,0,0,0,0,0,1,0,0,83.24,380,0,0,9.75,-73.5929603,0,12525 avenue 27,1,1,0,0,7,0,0,1,3,0,0,http://duproprio.com//home-for-sale-riviere-des-prairies-quebec-en-238570,0,1,1,0,22.86,2012,3,0,0,183500,254000,245000,detached,east,,1950,refait_ï¿½_neuf,9_12_8_9_13_5_10_5,,,
45.5147013,0,1,0,2,1,St-Laurent,best_price_in_the_area,0,0,0,0,0,0,0,0,133.78,256,0,0,10.97,-73.7054961,0,2250 De la Mediterranee,1,1,1,1,,0,0,0,3,0,0,http://duproprio.com//house-for-sale-st-laurent-quebec-en-260519,0,1,1,1,32.92,2012,3,1,0,,509000,505000,townhouse,south_east,1,2001,,,,,
45.59013737177264,0,1,1,3,1,Mercier / Hochelaga / Maisonneuve,with_garage,1,0,0,0,0,0,0,0,163.51,78,0,0,12.19,-73.53492736816406,1,3080 rue Guillaume-Lahaise,1,0,0,0,9,0,0,0,3,0,0,http://duproprio.com//house-for-sale-mercier-hochelaga-maisonneuve-quebec-en-301823,0,1,1,0,26.21,2012,3,0,0,,424900,380000,townhouse,south_east,1,2008,douche_indï¿½pendante,,,,
45.600377203125184,0,1,0,2,1,Mercier / Hochelaga / Maisonneuve,available_now,0,0,0,0,0,0,0,0,144.93,1,0,0,12.8,-73.54290962219238,1,5581 rue Hippolyte-Lanctot,2,0,0,0,7,0,0,1,3,0,0,http://duproprio.com//house-for-sale-mercier-hochelaga-maisonneuve-quebec-en-319968,0,1,1,1,232.2,2012,3,1,1,336900,439900,430000,semi_detached,north_east,1,1997,1_salle_de_bain_complï¿½te_avec_bain_podium_et_douche_sï¿½parï¿½e_et_1_salle_de_bain_avec_douche_en_coin_laveuse_sï¿½cheuse,chambres_situï¿½es_ï¿½_l_ï¿½tage,,,
45.5190584,0,1,0,2,1,Outremont,,0,0,0,0,0,1,1,0,176.52,5,0,0,11.58,-73.6141802,0,745 rue Stuart,2,0,0,0,,0,0,0,4,0,0,http://duproprio.com//house-for-sale-outremont-quebec-en-317029,0,1,1,0,32.92,2012,3,0,0,,,,2_storey,,,1916,,one_of_the_bedrooms_has_been_converted_to_a_very_convenient_laundry_room,,,
45.4661303,0,0,0,1,1,Pierrefonds / Roxboro,make_an_offer,0,0,0,0,0,0,0,0,98.85,18,0,0,8.53,-73.8823374,0,4900 rue de Nanterre,2,1,0,0,11,0,0,0,3,0,0,http://duproprio.com//home-for-sale-pierrefonds-roxboro-quebec-en-314166,0,1,1,0,40.23,2012,3,0,0,245100,299000,299000,detached,,,,,,,,
45.533588,0,1,0,2,1,Le Plateau-Mont-Royal,new_price,0,0,0,0,0,0,1,1,162.58,70,0,0,10.67,-73.5842044,0,5124 rue de Lanaudiï¿½re,1,1,0,0,7,0,0,1,4,0,0,http://duproprio.com//home-for-sale-plateau-mont-royal-quebec-en-302933,0,1,1,0,22.25,2012,3,0,1,489200,695000,670000,2_storey,west,1,1910,douche_double_puit_de_lumiï¿½re,chambres_des_maï¿½tres_avec_bain_ï¿½_remous_3_chambres_dont_une_utilisï¿½e_comme_salle_de_jeu,,,
45.5578679,0,1,0,1,1,Mercier / Hochelaga / Maisonneuve,with_garage,0,0,0,1,1,0,1,1,99.87,12,0,0,13.11,-73.5418447,0,2311 rue Sicard,1,1,1,1,7,0,0,0,3,0,0,http://duproprio.com//home-for-sale-mercier-hochelaga-maisonneuve-quebec-en-318617,0,1,1,1,30.48,2012,3,0,0,325400,410000,390000,detached,east,1,1946,salle_de_bains,,,,
45.5023058,0,1,0,2,1,Pierrefonds / Roxboro,available_now,0,0,0,0,1,1,0,1,133.16,75,0,0,110.75,-73.8515543,0,5440 rue Albert,1,0,0,1,10,1,0,0,3,0,0,http://duproprio.com//home-for-sale-pierrefonds-roxboro-quebec-en-300336,0,1,0,0,975.5,2012,3,0,0,,334900,315000,cathedral_roof,south_west,1,1957,murs_plafond_et_plancher_tout_en_cï¿½ramique_fenï¿½tre_ï¿½_bascule_donnant_au_sud,,,,
45.4732075,0,1,0,2,1,Cï¿½te-des-Neiges / Notre-Dame-de-Grï¿½ce,,0,0,0,0,0,0,0,1,162.58,16,0,0,7.62,-73.6172528,0,3809 rue Marcil,1,1,0,1,,0,0,0,4,0,0,http://duproprio.com//house-for-sale-cote-des-neiges-quebec-en-317721,0,1,1,0,7.7,2012,3,0,0,,,,townhouse,east,1,1922,2e_ï¿½tage,2e_ï¿½tage,,,
45.6411105,0,1,0,1,1,Riviï¿½re des Prairies,with_parking,0,0,0,0,0,1,0,0,83.24,380,0,0,9.75,-73.5929603,0,12525 avenue 27,1,1,0,0,7,0,0,1,3,0,0,http://duproprio.com//home-for-sale-riviere-des-prairies-quebec-en-238570,0,1,1,0,22.86,2012,3,0,0,183500,254000,245000,detached,east,,1950,refait_ï¿½_neuf,9_12_8_9_13_5_10_5,,,
45.5147013,0,1,0,2,1,St-Laurent,best_price_in_the_area,0,0,0,0,0,0,1,0,133.78,256,0,0,10.97,-73.7054961,0,2250 De la Mediterranee,1,0,1,1,,1,0,1,3,0,0,http://duproprio.com//house-for-sale-st-laurent-quebec-en-260519,0,1,1,1,32.92,2012,3,1,0,,509000,505000,townhouse,south_east,1,2001,,,,,
45.59013737177264,0,1,1,3,1,Mercier / Hochelaga / Maisonneuve,with_garage,1,0,1,0,0,0,0,0,163.51,78,0,0,12.19,-73.53492736816406,0,3080 rue Guillaume-Lahaise,1,0,0,0,9,0,0,0,3,0,0,http://duproprio.com//house-for-sale-mercier-hochelaga-maisonneuve-quebec-en-301823,0,1,1,0,26.21,2012,3,0,0,,424900,380000,townhouse,south_east,1,2008,douche_indï¿½pendante,,,,
45.600377203125184,0,1,1,2,1,Mercier / Hochelaga / Maisonneuve,available_now,0,0,1,0,0,0,0,0,144.93,1,0,0,12.8,-73.54290962219238,1,5581 rue Hippolyte-Lanctot,2,0,0,0,7,0,0,0,3,0,0,http://duproprio.com//house-for-sale-mercier-hochelaga-maisonneuve-quebec-en-319968,0,1,1,1,232.2,2012,3,0,0,336900,439900,430000,semi_detached,north_east,1,1997,1_salle_de_bain_complï¿½te_avec_bain_podium_et_douche_sï¿½parï¿½e_et_1_salle_de_bain_avec_douche_en_coin_laveuse_sï¿½cheuse,chambres_situï¿½es_ï¿½_l_ï¿½tage,,,
45.5190584,0,1,0,2,1,Outremont,,0,0,0,0,0,1,1,0,176.52,5,0,0,11.58,-73.6141802,0,745 rue Stuart,2,1,0,0,,0,0,0,4,0,0,http://duproprio.com//house-for-sale-outremont-quebec-en-317029,0,1,1,0,32.92,2012,3,0,0,,,,2_storey,,,1916,,one_of_the_bedrooms_has_been_converted_to_a_very_convenient_laundry_room,,,
45.4661303,0,1,0,1,1,Pierrefonds / Roxboro,make_an_offer,0,0,1,0,0,1,1,0,98.85,18,0,0,8.53,-73.8823374,0,4900 rue de Nanterre,2,1,0,0,11,0,0,0,3,0,0,http://duproprio.com//home-for-sale-pierrefonds-roxboro-quebec-en-314166,0,1,1,0,40.23,2012,3,0,0,245100,299000,299000,detached,,,,,,,,
45.533588,0,1,0,2,1,Le Plateau-Mont-Royal,new_price,0,0,0,0,0,0,1,1,162.58,70,0,0,10.67,-73.5842044,0,5124 rue de Lanaudiï¿½re,1,1,0,0,7,0,0,1,4,0,0,http://duproprio.com//home-for-sale-plateau-mont-royal-quebec-en-302933,0,1,1,0,22.25,2012,3,0,1,489200,695000,670000,2_storey,west,1,1910,douche_double_puit_de_lumiï¿½re,chambres_des_maï¿½tres_avec_bain_ï¿½_remous_3_chambres_dont_une_utilisï¿½e_comme_salle_de_jeu,,,
45.4660686,0,1,1,2,1,Pierrefonds / Roxboro,available_now,0,0,0,1,1,1,0,0,146.32,26,0,0,9.14,-73.8891276,0,17851 rue Gouin Ouest,1,1,1,1,8,0,0,0,3,0,0,http://duproprio.com//home-for-sale-pierrefonds-roxboro-quebec-en-245156,1,1,1,0,33.53,2012,3,0,0,377000,377500,370000,detached,north,2,1986,soaker_tub_seperate_shower_2_sinks,one_master_2_other_bedrooms_one_walk_in_closet_one_cedar_closet,,,
45.5435189,0,1,0,2,1,Rosemont / La Petite Patrie,no_agents,0,0,0,0,0,0,0,0,148.64,91,0,0,12.19,-73.6055642,1,6867-6869 rue de Lanaudiere,2,0,0,0,9,0,0,1,7,0,0,http://duproprio.com//house-for-sale-rosemont-petite-patrie-quebec-en-301154,0,1,1,0,34.14,2012,3,0,1,321300,595000,595000,townhouse,east,,,salle_de_bain_avec_douche_au_r_d_c_salle_de_bain_avec_bain_et_machines_ï¿½_laver_ï¿½_l_ï¿½tage,salon_cuisine_salle_ï¿½_manger_bureau_chambre_d_amie_salle_tï¿½lï¿½_bureau_ouverte_chanbre_principale_chambre_ï¿½_coucher,,,
45.5604177,0,1,1,1,1,Ahuntsic / Cartierville,negotiable,0,0,1,0,0,0,0,1,88.26,41,0,0,11.58,-73.6631124,0,10580 rue de la Roche,2,1,0,1,8,0,0,0,3,0,0,http://duproprio.com//home-for-sale-ahuntsic-cartierville-quebec-en-309573,0,1,1,0,30.48,2012,3,0,0,,,,detached,south_west,,1983,2_salles_de_bains_complï¿½te_bain_douche,2_ch_a_l_ï¿½tage_et_1_ch_au_s_sol,,,
45.4260868,0,1,1,2,1,LaSalle,with_parking,0,0,0,0,1,1,0,0,107.02,100,0,0,24,-73.6548644,0,119 rue des Oblats,1,1,1,0,5,1,0,0,3,0,0,http://duproprio.com//house-for-sale-lasalle-quebec-en-299770,0,1,1,0,28.96,2012,3,1,0,225700,304000,266000,semi_detached,east,,1955,bain_toilette_ï¿½vier,,,,
45.5452139,0,1,0,2,1,Ahuntsic / Cartierville,with_garage,0,0,0,0,1,0,1,1,120.77,33,0,0,7.92,-73.6633005,0,165 rue doublon,1,1,0,1,8,0,0,1,3,0,0,http://duproprio.com//home-for-sale-ahuntsic-cartierville-quebec-en-308730,1,1,1,0,27.43,2012,3,0,1,461400,565000,540000,2_storey,north_west,2,,entiï¿½rement_en_cï¿½ramique,planchers_de_bois_franc,,,
45.5689974,0,1,0,2,1,Rosemont / La Petite Patrie,negotiable,0,0,1,0,1,0,0,0,87.14,26,0,0,7.62,-73.5814854,0,6823 avenue 30ï¿½me,1,1,0,1,8,0,0,0,3,0,0,http://duproprio.com//home-for-sale-rosemont-petite-patrie-quebec-en-313077,0,1,1,0,12.19,2012,3,0,0,265100,359000,327500,detached,north_east,,1949,,2_ï¿½_l_ï¿½tage_1_au_sous_sol,,,
45.4365893,0,1,1,1,1,Beaconsfield / Baie-D'Urfï¿½,several_upgrades,0,0,0,0,1,0,0,0,101.45,45,0,0,7.92,-73.8508959,0,112 allï¿½e Evergreen,1,1,0,0,8,0,0,0,3,0,0,http://duproprio.com//home-for-sale-beaconsfield-quebec-en-307147,1,1,1,1,1105.55,2012,3,0,0,,400000,377000,detached,south,,1957,renovated_with_roman_tub_and_shower,bedroom_112_1x_10_4_bedroom_2_10_3x_10_9_bedroom_3_10_6x_8_7,,,
45.6058637,0,1,0,3,1,Anjou,multi_generation,0,0,0,0,0,0,1,0,278.71,102,0,0,12.19,-73.5898836,1,10109 promenade des Riverains,3,0,0,0,8,0,0,0,3,0,0,http://duproprio.com//house-for-sale-anjou-quebec-en-288975,0,1,1,0,343.93,2012,3,0,1,,599000,575000,townhouse,east,1,1991,au_sous_sol_une_salle_de_bain_avec_douche_sauna_et_spa,3_chambres_avec_plafond_cathï¿½drale,,,
45.5975399,0,1,1,1,1,Mercier / Hochelaga / Maisonneuve,no_agents,0,0,0,0,0,1,0,0,85.94,378,0,0,11.28,-73.5332133,0,8050 rue Gustave-Bleau,2,0,0,0,10,0,0,0,4,0,0,http://duproprio.com//home-for-sale-mercier-hochelaga-maisonneuve-quebec-en-236736,0,1,1,0,22.86,2012,3,0,0,328800,379500,375000,detached,south_east,,1951,2_salles_de_bains_complï¿½tes,,,,
45.56138980036413,0,1,0,3,1,Rosemont / La Petite Patrie,with_garage,0,0,0,0,0,0,0,0,92.9,36,0,0,8.82,-73.57822895050049,1,6287 avenue 21,2,0,0,0,6,0,0,0,4,0,0,http://duproprio.com//house-for-sale-rosemont-petite-patrie-quebec-en-286929,0,1,1,0,134.62,2012,3,0,0,276000,428000,420000,divided_co_ownership,south,1,1998,,,,,
45.670676733185594,0,1,0,2,1,Riviï¿½re des Prairies,no_agents,0,0,0,0,1,0,0,0,138.98,331,0,0,10.36,-73.53358626365662,0,12230 avenue 94 iï¿½me,1,1,1,1,,0,0,0,3,0,1,http://duproprio.com//home-for-sale-riviere-des-prairies-quebec-en-248631,0,1,1,0,1421.42,2012,3,1,0,,,,2_storey,west,2,1985,,chambre_1chambre_2chambre_3,,,
45.67605190428894,0,1,1,2,1,Pointe-Aux-Trembles / East Montreal,new_price,1,0,0,0,1,0,1,0,111.48,63,0,0,9.75,-73.49372863769531,0,14601 rue Notre-Dame est,1,1,1,1,9,0,0,0,3,0,0,http://duproprio.com//home-for-sale-pointe-aux-trembles-quebec-en-303298,0,1,1,0,24.38,2012,3,0,1,240300,285000,270000,link,north_east,1,1985,au_deuxiï¿½me_niveau,aux_deuxiï¿½me_niveau,,,
45.5111981,0,1,0,2,1,St-Laurent,completely_renovated,0,0,1,0,1,0,1,0,142.98,12,0,0,8.53,-73.6826,0,1625 place Decelles,2,0,0,1,12,0,0,1,4,0,0,http://duproprio.com//home-for-sale-st-laurent-quebec-en-314279,0,1,1,0,28.96,2012,3,0,1,,574499,574499,2_storey,north_west,1,1939,une_ï¿½_l_ï¿½tage_et_l_autre_incluse_dans_la_slle_d_eau_au_sous_sol,3_a_l_etage_et_1_au_sous_sol,,,
45.4597524,0,1,1,2,1,Verdun,,0,0,0,0,0,0,1,0,109.81,7,0,0,8.53,-73.5786067,0,1077 rue Willibrord,1,1,0,0,8,0,0,0,3,0,0,http://duproprio.com//house-for-sale-verdun-quebec-en-316652,0,1,1,0,,2012,3,0,0,300400,362000,362000,2_storey,,1,1992,douche_sï¿½parï¿½e,,,,
45.6039628,0,1,0,2,1,Anjou,no_agents,1,0,0,0,1,0,1,0,124.86,194,0,0,9.75,-73.5609838,0,7769 avenue Bodinier,1,1,0,0,11,0,0,0,3,0,0,http://duproprio.com//house-for-sale-anjou-quebec-en-279633,0,1,1,0,12.19,2012,3,0,0,,374900,363000,2_storey,south_west,1,1973,salle_de_bain_rï¿½novï¿½_en_2010,chambre_des_maï¿½tre_trï¿½s_grande_avec_walk_in,,,
45.65790769536887,0,1,1,2,1,Riviï¿½re des Prairies,no_agents,0,0,0,0,0,0,0,0,141.21,35,0,0,10.67,-73.55260848999023,1,10247 rue Karl-Lï¿½vï¿½que,2,1,0,0,,0,0,1,3,0,0,http://duproprio.com//home-for-sale-riviere-des-prairies-quebec-en-308100,0,1,1,0,30.48,2012,3,0,1,,,,2_storey,north_west,,2010,,chambre_des_maï¿½tres_avec_walk_in_2_chambres_tous_ï¿½_l_ï¿½tage,,,
45.578761,0,0,0,2,1,Mercier / Hochelaga / Maisonneuve,with_garage,0,0,0,0,0,0,1,0,144.93,33,0,0,11.58,-73.548034,0,6100 rue Alfred Pellan,1,0,0,0,7,0,0,0,3,0,0,http://duproprio.com//home-for-sale-mercier-hochelaga-maisonneuve-quebec-en-309124,0,1,1,0,28.53,2012,3,0,0,380033,589500,574000,townhouse,south_east,2,1996,bain_thï¿½rapeutique_lampes_infrarouges_chauffantes_douche_indï¿½pendante,chambre_principale_avec_walk_in,,,
